Timestamp,datetime,symbol,high,low,open,close,volume
1538998440,2018-10-08 19:34:00,btg_usd,25.66,25.66,25.66,25.66,2
1538998500,2018-10-08 19:35:00,btg_usd,25.66,25.66,25.66,25.66,0
1538998560,2018-10-08 19:36:00,btg_usd,25.66,25.66,25.66,25.66,0
1538998620,2018-10-08 19:37:00,btg_usd,25.66,25.66,25.66,25.66,0
1538998680,2018-10-08 19:38:00,btg_usd,25.66,25.66,25.66,25.66,0
1538998740,2018-10-08 19:39:00,btg_usd,25.66,25.66,25.66,25.66,0
1538998800,2018-10-08 19:40:00,btg_usd,25.66,25.66,25.66,25.66,0
1538998860,2018-10-08 19:41:00,btg_usd,25.66,25.66,25.66,25.66,0
1538998920,2018-10-08 19:42:00,btg_usd,25.66,25.66,25.66,25.66,0
1538998980,2018-10-08 19:43:00,btg_usd,25.66,25.66,25.66,25.66,0
1538999040,2018-10-08 19:44:00,btg_usd,25.66,25.66,25.66,25.66,0
1538999100,2018-10-08 19:45:00,btg_usd,26.43,26.43,26.43,26.43,2
1538999160,2018-10-08 19:46:00,btg_usd,26.43,26.43,26.43,26.43,0
1538999220,2018-10-08 19:47:00,btg_usd,26.43,26.43,26.43,26.43,0
1538999280,2018-10-08 19:48:00,btg_usd,26.43,26.43,26.43,26.43,0
1538999340,2018-10-08 19:49:00,btg_usd,26.43,26.43,26.43,26.43,0
1538999400,2018-10-08 19:50:00,btg_usd,26.86,26.86,26.86,26.86,2
1538999460,2018-10-08 19:51:00,btg_usd,26.86,26.86,26.86,26.86,0
1538999520,2018-10-08 19:52:00,btg_usd,26.86,26.86,26.86,26.86,0
1538999580,2018-10-08 19:53:00,btg_usd,26.86,26.86,26.86,26.86,0
1538999640,2018-10-08 19:54:00,btg_usd,26.17,26.17,26.17,26.17,2
1538999700,2018-10-08 19:55:00,btg_usd,26.17,26.17,26.17,26.17,0
1538999760,2018-10-08 19:56:00,btg_usd,26.17,26.17,26.17,26.17,0
1538999820,2018-10-08 19:57:00,btg_usd,26.17,26.17,26.17,26.17,0
1538999880,2018-10-08 19:58:00,btg_usd,26.17,26.17,26.17,26.17,0
1538999940,2018-10-08 19:59:00,btg_usd,26.79,26.79,26.79,26.79,2
1539000000,2018-10-08 20:00:00,btg_usd,26.79,26.79,26.79,26.79,0
1539000060,2018-10-08 20:01:00,btg_usd,26.79,26.79,26.79,26.79,0
1539000120,2018-10-08 20:02:00,btg_usd,26.79,26.79,26.79,26.79,0
1539000180,2018-10-08 20:03:00,btg_usd,26.79,26.79,26.79,26.79,0
1539000240,2018-10-08 20:04:00,btg_usd,26.79,26.79,26.79,26.79,0
1539000300,2018-10-08 20:05:00,btg_usd,26.49,26.49,26.49,26.49,2
1539000360,2018-10-08 20:06:00,btg_usd,26.49,26.49,26.49,26.49,0
1539000420,2018-10-08 20:07:00,btg_usd,26.49,26.49,26.49,26.49,0
1539000480,2018-10-08 20:08:00,btg_usd,27.17,27.17,27.17,27.17,2
1539000540,2018-10-08 20:09:00,btg_usd,27.17,27.17,27.17,27.17,0
1539000600,2018-10-08 20:10:00,btg_usd,27.17,27.17,27.17,27.17,0
1539000660,2018-10-08 20:11:00,btg_usd,27.17,27.17,27.17,27.17,0
1539000720,2018-10-08 20:12:00,btg_usd,26.75,26.75,26.75,26.75,2
1539000780,2018-10-08 20:13:00,btg_usd,26.75,26.75,26.75,26.75,0
1539000840,2018-10-08 20:14:00,btg_usd,26.75,26.75,26.75,26.75,0
1539000900,2018-10-08 20:15:00,btg_usd,26.75,26.75,26.75,26.75,0
1539000960,2018-10-08 20:16:00,btg_usd,26.75,26.75,26.75,26.75,0
1539001020,2018-10-08 20:17:00,btg_usd,26.75,26.75,26.75,26.75,0
1539001080,2018-10-08 20:18:00,btg_usd,26.27,26.27,26.27,26.27,2
1539001140,2018-10-08 20:19:00,btg_usd,26.27,26.27,26.27,26.27,0
1539001200,2018-10-08 20:20:00,btg_usd,26.27,26.27,26.27,26.27,0
1539001260,2018-10-08 20:21:00,btg_usd,26.27,26.27,26.27,26.27,0
1539001320,2018-10-08 20:22:00,btg_usd,26.27,26.27,26.27,26.27,0
1539001380,2018-10-08 20:23:00,btg_usd,26.27,26.27,26.27,26.27,0
1539001440,2018-10-08 20:24:00,btg_usd,26.6,26.6,26.6,26.6,2
1539001500,2018-10-08 20:25:00,btg_usd,26.6,26.6,26.6,26.6,0
1539001560,2018-10-08 20:26:00,btg_usd,26.6,26.6,26.6,26.6,0
1539001620,2018-10-08 20:27:00,btg_usd,26.6,26.6,26.6,26.6,0
1539001680,2018-10-08 20:28:00,btg_usd,25.97,25.97,25.97,25.97,2
1539001740,2018-10-08 20:29:00,btg_usd,25.97,25.97,25.97,25.97,0
1539001800,2018-10-08 20:30:00,btg_usd,25.97,25.97,25.97,25.97,0
1539001860,2018-10-08 20:31:00,btg_usd,25.97,25.97,25.97,25.97,0
1539001920,2018-10-08 20:32:00,btg_usd,25.97,25.97,25.97,25.97,0
1539001980,2018-10-08 20:33:00,btg_usd,25.97,25.97,25.97,25.97,0
1539002040,2018-10-08 20:34:00,btg_usd,25.93,25.93,25.93,25.93,2
1539002100,2018-10-08 20:35:00,btg_usd,25.93,25.93,25.93,25.93,0
1539002160,2018-10-08 20:36:00,btg_usd,25.93,25.93,25.93,25.93,0
1539002220,2018-10-08 20:37:00,btg_usd,25.93,25.93,25.93,25.93,0
1539002280,2018-10-08 20:38:00,btg_usd,25.93,25.93,25.93,25.93,0
1539002340,2018-10-08 20:39:00,btg_usd,25.93,25.93,25.93,25.93,0
1539002400,2018-10-08 20:40:00,btg_usd,25.93,25.93,25.93,25.93,0
1539002460,2018-10-08 20:41:00,btg_usd,25.93,25.93,25.93,25.93,0
1539002520,2018-10-08 20:42:00,btg_usd,25.93,25.93,25.93,25.93,0
1539002580,2018-10-08 20:43:00,btg_usd,25.93,25.93,25.93,25.93,0
1539002640,2018-10-08 20:44:00,btg_usd,25.93,25.93,25.93,25.93,0
1539002700,2018-10-08 20:45:00,btg_usd,25.93,25.93,25.93,25.93,0
1539002760,2018-10-08 20:46:00,btg_usd,25.93,25.93,25.93,25.93,0
1539002820,2018-10-08 20:47:00,btg_usd,25.93,25.93,25.93,25.93,0
1539002880,2018-10-08 20:48:00,btg_usd,25.93,25.93,25.93,25.93,0
1539002940,2018-10-08 20:49:00,btg_usd,25.93,25.93,25.93,25.93,0
1539003000,2018-10-08 20:50:00,btg_usd,25.93,25.93,25.93,25.93,0
1539003060,2018-10-08 20:51:00,btg_usd,25.93,25.93,25.93,25.93,0
1539003120,2018-10-08 20:52:00,btg_usd,25.93,25.93,25.93,25.93,0
1539003180,2018-10-08 20:53:00,btg_usd,25.93,25.93,25.93,25.93,0
1539003240,2018-10-08 20:54:00,btg_usd,25.93,25.93,25.93,25.93,0
1539003300,2018-10-08 20:55:00,btg_usd,25.93,25.93,25.93,25.93,0
1539003360,2018-10-08 20:56:00,btg_usd,25.93,25.93,25.93,25.93,0
1539003420,2018-10-08 20:57:00,btg_usd,25.93,25.93,25.93,25.93,0
1539003480,2018-10-08 20:58:00,btg_usd,25.93,25.93,25.93,25.93,0
1539003540,2018-10-08 20:59:00,btg_usd,25.93,25.93,25.93,25.93,0
1539003600,2018-10-08 21:00:00,btg_usd,25.93,25.93,25.93,25.93,0
1539003660,2018-10-08 21:01:00,btg_usd,26.43,26.43,26.43,26.43,2
1539003720,2018-10-08 21:02:00,btg_usd,26.43,26.43,26.43,26.43,0
1539003780,2018-10-08 21:03:00,btg_usd,26.43,26.43,26.43,26.43,0
1539003840,2018-10-08 21:04:00,btg_usd,26.43,26.43,26.43,26.43,0
1539003900,2018-10-08 21:05:00,btg_usd,26.43,26.43,26.43,26.43,0
1539003960,2018-10-08 21:06:00,btg_usd,26.43,26.43,26.43,26.43,0
1539004020,2018-10-08 21:07:00,btg_usd,26.43,26.43,26.43,26.43,0
1539004080,2018-10-08 21:08:00,btg_usd,26.43,26.43,26.43,26.43,0
1539004140,2018-10-08 21:09:00,btg_usd,26.43,26.43,26.43,26.43,0
1539004200,2018-10-08 21:10:00,btg_usd,26.43,26.43,26.43,26.43,0
1539004260,2018-10-08 21:11:00,btg_usd,26.43,26.43,26.43,26.43,0
1539004320,2018-10-08 21:12:00,btg_usd,25.88,25.88,25.88,25.88,2
1539004380,2018-10-08 21:13:00,btg_usd,25.88,25.88,25.88,25.88,0
1539004440,2018-10-08 21:14:00,btg_usd,25.88,25.88,25.88,25.88,0
1539004500,2018-10-08 21:15:00,btg_usd,25.88,25.88,25.88,25.88,0
1539004560,2018-10-08 21:16:00,btg_usd,25.88,25.88,25.88,25.88,0
1539004620,2018-10-08 21:17:00,btg_usd,25.88,25.88,25.88,25.88,0
1539004680,2018-10-08 21:18:00,btg_usd,26.9,26.9,26.9,26.9,2
1539004740,2018-10-08 21:19:00,btg_usd,26.9,26.9,26.9,26.9,0
1539004800,2018-10-08 21:20:00,btg_usd,26.9,26.9,26.9,26.9,0
1539004860,2018-10-08 21:21:00,btg_usd,26.9,26.9,26.9,26.9,0
1539004920,2018-10-08 21:22:00,btg_usd,26.9,26.9,26.9,26.9,0
1539004980,2018-10-08 21:23:00,btg_usd,26.9,26.9,26.9,26.9,0
1539005040,2018-10-08 21:24:00,btg_usd,25.91,25.91,25.91,25.91,2
1539005100,2018-10-08 21:25:00,btg_usd,25.91,25.91,25.91,25.91,0
1539005160,2018-10-08 21:26:00,btg_usd,25.91,25.91,25.91,25.91,0
1539005220,2018-10-08 21:27:00,btg_usd,25.91,25.91,25.91,25.91,0
1539005280,2018-10-08 21:28:00,btg_usd,25.91,25.91,25.91,25.91,0
1539005340,2018-10-08 21:29:00,btg_usd,26.67,26.67,26.67,26.67,2
1539005400,2018-10-08 21:30:00,btg_usd,26.67,26.67,26.67,26.67,0
1539005460,2018-10-08 21:31:00,btg_usd,26.67,26.67,26.67,26.67,0
1539005520,2018-10-08 21:32:00,btg_usd,26.67,26.67,26.67,26.67,0
1539005580,2018-10-08 21:33:00,btg_usd,26.67,26.67,26.67,26.67,0
1539005640,2018-10-08 21:34:00,btg_usd,25.81,25.81,25.81,25.81,2
1539005700,2018-10-08 21:35:00,btg_usd,25.81,25.81,25.81,25.81,0
1539005760,2018-10-08 21:36:00,btg_usd,25.81,25.81,25.81,25.81,0
1539005820,2018-10-08 21:37:00,btg_usd,25.81,25.81,25.81,25.81,0
1539005880,2018-10-08 21:38:00,btg_usd,25.81,25.81,25.81,25.81,0
1539005940,2018-10-08 21:39:00,btg_usd,25.81,25.81,25.81,25.81,0
1539006000,2018-10-08 21:40:00,btg_usd,26.85,26.85,26.85,26.85,2
1539006060,2018-10-08 21:41:00,btg_usd,26.85,26.85,26.85,26.85,0
1539006120,2018-10-08 21:42:00,btg_usd,26.85,26.85,26.85,26.85,0
1539006180,2018-10-08 21:43:00,btg_usd,26.85,26.85,26.85,26.85,0
1539006240,2018-10-08 21:44:00,btg_usd,26.85,26.85,26.85,26.85,0
1539006300,2018-10-08 21:45:00,btg_usd,26.37,26.37,26.37,26.37,2
1539006360,2018-10-08 21:46:00,btg_usd,26.37,26.37,26.37,26.37,0
1539006420,2018-10-08 21:47:00,btg_usd,26.37,26.37,26.37,26.37,0
1539006480,2018-10-08 21:48:00,btg_usd,26.37,26.37,26.37,26.37,0
1539006540,2018-10-08 21:49:00,btg_usd,26.98,26.98,26.98,26.98,2
1539006600,2018-10-08 21:50:00,btg_usd,26.98,26.98,26.98,26.98,0
1539006660,2018-10-08 21:51:00,btg_usd,26.98,26.98,26.98,26.98,0
1539006720,2018-10-08 21:52:00,btg_usd,26.98,26.98,26.98,26.98,0
1539006780,2018-10-08 21:53:00,btg_usd,26.98,26.98,26.98,26.98,0
1539006840,2018-10-08 21:54:00,btg_usd,26.98,26.98,26.98,26.98,0
1539006900,2018-10-08 21:55:00,btg_usd,25.87,25.87,25.87,25.87,2
1539006960,2018-10-08 21:56:00,btg_usd,25.87,25.87,25.87,25.87,0
1539007020,2018-10-08 21:57:00,btg_usd,25.87,25.87,25.87,25.87,0
1539007080,2018-10-08 21:58:00,btg_usd,25.87,25.87,25.87,25.87,0
1539007140,2018-10-08 21:59:00,btg_usd,25.87,25.87,25.87,25.87,0
1539007200,2018-10-08 22:00:00,btg_usd,25.61,25.61,25.61,25.61,2
1539007260,2018-10-08 22:01:00,btg_usd,25.61,25.61,25.61,25.61,0
1539007320,2018-10-08 22:02:00,btg_usd,25.61,25.61,25.61,25.61,0
1539007380,2018-10-08 22:03:00,btg_usd,25.61,25.61,25.61,25.61,0
1539007440,2018-10-08 22:04:00,btg_usd,25.61,25.61,25.61,25.61,0
1539007500,2018-10-08 22:05:00,btg_usd,25.61,25.61,25.61,25.61,0
1539007560,2018-10-08 22:06:00,btg_usd,25.61,25.61,25.61,25.61,0
1539007620,2018-10-08 22:07:00,btg_usd,25.61,25.61,25.61,25.61,0
1539007680,2018-10-08 22:08:00,btg_usd,25.61,25.61,25.61,25.61,0
1539007740,2018-10-08 22:09:00,btg_usd,25.88,25.88,25.88,25.88,2
1539007800,2018-10-08 22:10:00,btg_usd,25.88,25.88,25.88,25.88,0
1539007860,2018-10-08 22:11:00,btg_usd,25.88,25.88,25.88,25.88,0
1539007920,2018-10-08 22:12:00,btg_usd,25.88,25.88,25.88,25.88,0
1539007980,2018-10-08 22:13:00,btg_usd,25.6,25.6,25.6,25.6,2
1539008040,2018-10-08 22:14:00,btg_usd,25.6,25.6,25.6,25.6,0
1539008100,2018-10-08 22:15:00,btg_usd,25.6,25.6,25.6,25.6,0
1539008160,2018-10-08 22:16:00,btg_usd,25.6,25.6,25.6,25.6,0
1539008220,2018-10-08 22:17:00,btg_usd,25.6,25.6,25.6,25.6,0
1539008280,2018-10-08 22:18:00,btg_usd,25.01,25.01,25.01,25.01,2
1539008340,2018-10-08 22:19:00,btg_usd,25.01,25.01,25.01,25.01,0
1539008400,2018-10-08 22:20:00,btg_usd,25.01,25.01,25.01,25.01,0
1539008460,2018-10-08 22:21:00,btg_usd,25.01,25.01,25.01,25.01,0
1539008520,2018-10-08 22:22:00,btg_usd,25.19,25.19,25.19,25.19,2
1539008580,2018-10-08 22:23:00,btg_usd,25.19,25.19,25.19,25.19,0
1539008640,2018-10-08 22:24:00,btg_usd,25.19,25.19,25.19,25.19,0
1539008700,2018-10-08 22:25:00,btg_usd,25.19,25.19,25.19,25.19,0
1539008760,2018-10-08 22:26:00,btg_usd,25.19,25.19,25.19,25.19,0
1539008820,2018-10-08 22:27:00,btg_usd,25.19,25.19,25.19,25.19,0
1539008880,2018-10-08 22:28:00,btg_usd,25.6,25.6,25.6,25.6,2
1539008940,2018-10-08 22:29:00,btg_usd,25.6,25.6,25.6,25.6,0
1539009000,2018-10-08 22:30:00,btg_usd,25.6,25.6,25.6,25.6,0
1539009060,2018-10-08 22:31:00,btg_usd,25.6,25.6,25.6,25.6,0
1539009120,2018-10-08 22:32:00,btg_usd,25.6,25.6,25.6,25.6,0
1539009180,2018-10-08 22:33:00,btg_usd,25.6,25.6,25.6,25.6,0
1539009240,2018-10-08 22:34:00,btg_usd,25.6,25.6,25.6,25.6,0
1539009300,2018-10-08 22:35:00,btg_usd,25.6,25.6,25.6,25.6,0
1539009360,2018-10-08 22:36:00,btg_usd,25.6,25.6,25.6,25.6,0
1539009420,2018-10-08 22:37:00,btg_usd,25.6,25.6,25.6,25.6,0
1539009480,2018-10-08 22:38:00,btg_usd,25.6,25.6,25.6,25.6,0
1539009540,2018-10-08 22:39:00,btg_usd,25.5,25.5,25.5,25.5,2
1539009600,2018-10-08 22:40:00,btg_usd,25.5,25.5,25.5,25.5,0
1539009660,2018-10-08 22:41:00,btg_usd,25.5,25.5,25.5,25.5,0
1539009720,2018-10-08 22:42:00,btg_usd,25.5,25.5,25.5,25.5,0
1539009780,2018-10-08 22:43:00,btg_usd,25.33,25.33,25.33,25.33,2
1539009840,2018-10-08 22:44:00,btg_usd,25.33,25.33,25.33,25.33,0
