Timestamp,datetime,symbol,high,low,open,close,volume,Date,Time,High,Low,Open,Close,TotalVolume
1537143360,2018-09-17 08:16:00,EOSUSDT,5.4831,5.4527,5.4749,5.4563,11106.49,2018-09-17,08:16:00,5.4831,5.4527,5.4749,5.4563,1110649
1537143420,2018-09-17 08:17:00,EOSUSDT,5.4646,5.4532,5.4562,5.4574,9207.17,2018-09-17,08:17:00,5.4646,5.4532,5.4562,5.4574,920717
1537143480,2018-09-17 08:18:00,EOSUSDT,5.4649,5.45,5.4649,5.45,2437.03,2018-09-17,08:18:00,5.4649,5.45,5.4649,5.45,243703
1537143540,2018-09-17 08:19:00,EOSUSDT,5.4607,5.4454,5.4499,5.4607,7920.79,2018-09-17,08:19:00,5.4607,5.4454,5.4499,5.4607,792079
1537143600,2018-09-17 08:20:00,EOSUSDT,5.4677,5.4347,5.4549,5.4439,5706.94,2018-09-17,08:20:00,5.4677,5.4347,5.4549,5.4439,570694
1537143660,2018-09-17 08:21:00,EOSUSDT,5.4527,5.4403,5.4454,5.4502,6436.26,2018-09-17,08:21:00,5.4527,5.4403,5.4454,5.4502,643626
1537143720,2018-09-17 08:22:00,EOSUSDT,5.4528,5.4442,5.4528,5.4526,1109.17,2018-09-17,08:22:00,5.4528,5.4442,5.4528,5.4526,110917
1537143780,2018-09-17 08:23:00,EOSUSDT,5.4561,5.4456,5.4504,5.4539,5071.39,2018-09-17,08:23:00,5.4561,5.4456,5.4504,5.4539,507139
1537143840,2018-09-17 08:24:00,EOSUSDT,5.4538,5.4485,5.4538,5.4533,2737.02,2018-09-17,08:24:00,5.4538,5.4485,5.4538,5.4533,273702
1537143900,2018-09-17 08:25:00,EOSUSDT,5.46,5.4533,5.4533,5.4559,2171.81,2018-09-17,08:25:00,5.46,5.4533,5.4533,5.4559,217181
1537143960,2018-09-17 08:26:00,EOSUSDT,5.4584,5.442,5.4555,5.4481,4487.94,2018-09-17,08:26:00,5.4584,5.442,5.4555,5.4481,448793
1537144020,2018-09-17 08:27:00,EOSUSDT,5.4472,5.4433,5.4454,5.4433,1773.19,2018-09-17,08:27:00,5.4472,5.4433,5.4454,5.4433,177319
1537144080,2018-09-17 08:28:00,EOSUSDT,5.4479,5.4448,5.4458,5.4471,12459.65,2018-09-17,08:28:00,5.4479,5.4448,5.4458,5.4471,1245965
1537144140,2018-09-17 08:29:00,EOSUSDT,5.4526,5.4454,5.447,5.4525,10787.63,2018-09-17,08:29:00,5.4526,5.4454,5.447,5.4525,1078763
1537144200,2018-09-17 08:30:00,EOSUSDT,5.4591,5.4479,5.4485,5.4591,12776.19,2018-09-17,08:30:00,5.4591,5.4479,5.4485,5.4591,1277619
1537144260,2018-09-17 08:31:00,EOSUSDT,5.4635,5.4553,5.458,5.459,10982.99,2018-09-17,08:31:00,5.4635,5.4553,5.458,5.459,1098299
1537144320,2018-09-17 08:32:00,EOSUSDT,5.4609,5.4571,5.4571,5.4609,4847.17,2018-09-17,08:32:00,5.4609,5.4571,5.4571,5.4609,484717
1537144380,2018-09-17 08:33:00,EOSUSDT,5.4647,5.459,5.46,5.4645,14240.27,2018-09-17,08:33:00,5.4647,5.459,5.46,5.4645,1424027
1537144440,2018-09-17 08:34:00,EOSUSDT,5.4642,5.4576,5.4629,5.4576,4859.72,2018-09-17,08:34:00,5.4642,5.4576,5.4629,5.4576,485972
1537144500,2018-09-17 08:35:00,EOSUSDT,5.4612,5.451,5.4598,5.4534,8009.88,2018-09-17,08:35:00,5.4612,5.451,5.4598,5.4534,800988
1537144560,2018-09-17 08:36:00,EOSUSDT,5.4575,5.4526,5.4534,5.4526,3269.61,2018-09-17,08:36:00,5.4575,5.4526,5.4534,5.4526,326961
1537144620,2018-09-17 08:37:00,EOSUSDT,5.4576,5.4528,5.4538,5.4576,10104.77,2018-09-17,08:37:00,5.4576,5.4528,5.4538,5.4576,1010477
1537144680,2018-09-17 08:38:00,EOSUSDT,5.4527,5.4459,5.4527,5.4498,5816.36,2018-09-17,08:38:00,5.4527,5.4459,5.4527,5.4498,581636
